Id,MSSubClass,MSZoning,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice
302,60,2,9.69437017295501,2,8,5,9,8,8,0.0,2,4,4,2,281,6,0,747,1028,0,7.098375638590786,1242,0,0,2,9,1,5,2,9.0,0,2,683,208,50,0,0,0,0,5,2,12.495003937382386
303,20,2,9.525443040003957,0,7,5,5,4,8,150.0,2,4,4,6,0,6,0,1541,1541,0,7.340186835320115,0,0,0,2,6,1,5,0,5.0,2,3,843,468,81,0,0,0,0,1,2,12.230765258120543
304,20,2,9.190137664658664,3,5,7,34,34,8,0.0,4,4,4,0,894,6,0,0,894,4,6.795705775173514,0,0,1,3,5,0,3,0,31.0,3,2,552,256,0,0,0,0,0,7,0,11.917723684090689
305,75,3,9.819344784423699,3,7,9,128,6,2,0.0,4,4,4,6,0,6,0,1470,1470,0,7.423568444259168,1818,0,0,2,10,1,0,0,5.0,3,3,870,302,0,0,0,0,0,5,2,12.594730635321955
306,20,2,9.248214024404264,3,8,5,3,2,2,246.0,2,4,4,2,1464,6,0,536,2000,0,7.600902459542082,0,0,1,2,8,0,3,0,3.0,0,3,888,168,0,0,0,0,0,7,2,12.631013530138993
307,60,2,9.508517181520604,3,7,5,17,16,3,246.0,2,4,4,0,700,6,0,0,700,2,7.022868086082642,1121,0,1,2,8,1,5,0,17.0,2,3,746,127,44,224,0,0,0,6,2,12.323855681186556
308,50,3,8.977146484808472,0,6,7,88,58,4,0.0,4,4,4,6,0,6,0,319,319,4,6.942156705699468,371,0,0,1,6,0,3,4,2008.0,1,0,0,0,144,0,0,0,0,3,2,11.401993904262946
309,30,2,9.420763358881013,0,4,5,69,59,8,0.0,4,4,4,1,262,6,0,599,861,0,6.7580945044277305,0,0,0,3,4,0,3,3,48.0,3,2,539,158,0,0,0,0,0,3,2,11.320553572322774
310,20,2,9.423675982299306,0,9,5,3,2,8,0.0,0,4,1,2,1274,6,0,622,1896,0,7.5725029850203835,0,0,1,0,8,3,0,0,3.0,0,3,708,208,175,0,0,0,0,11,2,12.793859310432293
311,60,2,8.947025655972698,0,6,5,13,12,3,112.0,2,4,4,0,518,6,0,179,697,2,6.546785410760523,804,0,0,2,6,1,5,0,13.0,0,2,420,190,63,0,0,0,0,5,2,12.017330520933294
312,20,2,8.987196820661973,3,6,6,61,7,8,0.0,4,4,4,0,680,6,0,292,972,0,6.879355804460438,0,0,1,3,5,1,2,3,61.0,3,1,240,0,0,0,0,0,0,5,2,11.790557201568507
313,190,3,8.96187901267768,3,5,7,67,56,4,0.0,2,4,3,5,507,6,0,286,793,4,6.6758232216348485,325,0,1,3,5,1,2,3,67.0,3,2,410,0,0,0,0,271,0,5,2,11.694413341015606
314,20,2,12.279532193216466,2,7,5,44,44,1,0.0,2,4,1,0,1236,5,820,80,2136,4,7.618742377670412,0,0,2,3,8,2,2,0,44.0,2,2,513,0,0,0,0,0,0,6,2,12.834681304952548
315,70,3,9.169518377455928,3,7,7,81,16,9,0.0,4,1,4,3,16,6,0,712,728,0,6.723832440821209,809,0,0,0,6,1,2,3,81.0,3,2,546,0,0,234,0,0,0,8,2,12.089538829274224
316,60,2,8.961237781491876,0,7,5,5,4,8,0.0,2,4,4,2,425,6,0,291,716,0,6.573680166960646,716,0,1,2,6,1,2,0,5.0,0,2,432,100,51,0,0,0,0,7,2,12.146853285870204
317,60,2,9.473089177882752,0,7,7,29,29,2,278.0,2,4,4,2,692,6,0,153,845,4,7.050122520269059,1200,0,1,0,10,1,5,0,26.0,2,2,484,288,195,0,0,0,0,8,2,12.468436909997664
318,60,0,9.104979856318355,3,8,5,1,1,8,0.0,2,4,0,6,0,6,0,1088,1088,0,6.992096427415887,871,0,0,2,8,1,2,0,1.0,2,3,1025,208,46,0,0,0,0,12,2,12.506177237980511
319,60,2,9.200290036122679,3,7,5,16,16,3,256.0,2,4,1,2,987,6,0,360,1347,0,7.22402480828583,1274,0,1,2,9,1,5,0,16.0,2,3,656,340,60,144,0,0,0,4,2,12.468436909997664
320,80,2,9.55499334068759,3,7,5,29,29,5,225.0,2,4,0,2,1036,6,0,336,1372,4,7.294377299288821,0,0,1,3,6,2,5,0,29.0,3,2,588,233,48,0,0,0,0,6,2,12.141534124392605
321,60,2,9.696401880595557,3,9,5,0,0,8,370.0,0,1,0,6,0,6,0,1249,1249,0,7.130098510125578,1347,0,0,2,9,0,3,0,0.0,2,3,840,240,154,0,0,0,0,9,3,12.744444367796099
322,60,2,9.400878083541476,0,8,5,3,3,8,388.0,0,4,0,2,970,6,0,166,1136,0,7.035268599281098,1332,0,1,2,10,1,2,2,3.0,0,3,872,184,154,0,0,0,0,6,2,12.777052192115912
323,60,2,9.247636156719881,0,7,5,21,20,5,172.0,4,4,1,3,28,0,1474,0,1502,0,7.347943823148688,1177,0,1,2,8,1,5,0,20.0,0,2,576,201,96,0,0,0,0,8,2,12.614865543731012
324,20,3,8.669055540725484,3,3,8,51,1,8,0.0,4,4,4,0,256,6,0,906,1162,0,7.0587581525186645,0,0,1,3,6,0,3,0,51.0,3,1,220,142,98,0,0,0,0,7,2,11.745425111208466
325,80,2,9.33034316437088,3,7,7,43,3,9,300.0,2,4,4,6,0,6,0,710,710,0,7.5485559791698735,1080,0,0,2,11,1,2,2,49.0,0,2,564,240,0,0,0,0,0,6,2,12.396693005138824
326,45,3,8.517193191416238,3,5,6,66,57,4,0.0,4,4,0,1,116,6,0,604,720,3,6.688354713946763,0,0,0,3,5,0,3,3,66.0,3,2,360,0,0,244,0,0,0,12,2,11.37366339763672
327,120,2,9.291551627401006,0,8,5,15,15,1,0.0,2,4,1,2,1619,6,0,100,1719,0,7.449498005382849,0,0,2,2,6,2,2,0,15.0,0,2,473,122,30,0,0,0,0,5,2,12.688498794774466
328,20,2,9.358760377094457,3,6,5,46,46,9,175.0,4,4,4,5,565,6,0,818,1383,4,7.232010331664759,0,0,0,3,7,0,3,0,46.0,2,1,292,0,45,0,0,0,0,4,2,11.886211674714158
329,75,2,9.383284766957539,0,6,6,93,15,9,0.0,4,4,4,6,0,6,0,844,844,2,7.275864600546532,689,0,0,2,10,0,3,3,79.0,3,2,441,0,60,268,0,0,0,7,2,12.276065017350211
330,70,3,8.764365720529808,3,5,5,89,59,9,0.0,4,4,3,6,0,6,0,596,596,4,6.39024066706535,596,0,0,3,6,0,3,3,89.0,3,1,189,0,0,137,0,0,0,7,2,11.26446410567173
331,90,2,9.270870871716212,0,5,4,43,43,3,84.0,4,4,4,2,40,5,264,1424,1728,4,7.454719949364001,0,0,0,3,10,0,3,3,5.0,3,1,352,155,0,0,0,0,0,11,2,11.686878772093667
332,20,2,9.008958312443486,3,5,6,49,15,9,0.0,4,4,4,5,846,6,0,210,1056,1,6.962243464266208,0,0,1,3,6,0,3,0,49.0,2,1,308,0,0,0,0,0,0,8,2,11.842229212112827
333,20,2,9.273784544532717,0,8,5,6,5,8,296.0,2,4,4,2,1124,3,479,1603,3206,0,7.395721608602044,0,0,1,2,7,1,2,0,6.0,2,3,880,0,0,0,0,0,0,10,2,12.556729517143346
334,120,3,9.011645501064283,3,7,5,4,4,8,146.0,2,4,0,2,720,6,0,638,1358,0,7.213768308118643,0,0,1,2,6,1,2,0,4.0,2,2,484,192,30,0,0,0,0,7,2,12.240474072247505
335,60,2,9.109635667854553,0,6,5,10,10,8,0.0,2,4,1,2,828,6,0,115,943,2,6.849066282633458,695,0,1,3,7,2,5,0,10.0,0,2,472,100,38,0,0,0,0,7,2,12.165250651009917
336,190,2,12.011638020852413,0,5,6,43,43,5,0.0,4,4,1,0,1249,1,147,103,1499,0,7.389563953677635,167,0,2,3,7,2,2,0,43.0,0,2,529,670,0,0,0,0,0,8,2,12.341258918085241
337,20,2,9.557964480394498,0,9,5,2,1,8,200.0,0,4,1,2,1249,6,0,673,1922,0,7.561121589530237,0,0,1,2,8,1,2,0,2.0,0,3,676,178,51,0,0,0,0,7,2,12.841129801965446
338,20,2,9.119868468812108,3,7,5,6,5,8,113.0,2,4,0,2,810,6,0,726,1536,0,7.336936913707618,0,0,1,2,7,0,3,0,6.0,2,2,532,192,74,0,0,0,0,12,2,12.273731294003987
339,20,2,9.557116483735667,3,7,7,22,8,9,0.0,2,4,3,0,213,6,0,995,1208,0,7.390798521735675,0,0,1,2,8,0,3,0,22.0,2,2,440,108,45,0,0,0,0,5,2,12.218495165528731
340,20,2,9.425451751593128,0,6,7,51,11,9,176.0,4,0,4,5,585,6,0,630,1215,4,7.102499355774648,0,0,0,3,6,0,3,0,51.0,3,1,297,0,0,0,0,234,0,6,2,11.951180395901384
341,60,2,9.560363239834537,3,8,5,8,8,8,0.0,2,4,4,6,0,6,0,967,967,0,6.900730664045173,915,0,0,2,9,0,3,0,8.0,0,2,431,135,0,0,0,0,0,4,2,12.220468525813908
342,20,1,9.035986984831405,3,4,4,59,59,9,0.0,4,0,4,6,0,6,0,721,721,2,6.734591659972947,0,0,0,3,4,0,3,5,59.0,3,1,294,250,0,24,0,0,0,9,2,11.314474526246393
343,90,2,9.052984561199976,3,3,4,57,56,7,340.0,3,2,2,4,0,3,0,0,0,1,6.9469759921354175,0,0,0,3,6,0,3,3,57.0,3,2,400,0,0,0,0,0,0,5,2,11.379394072345706
344,120,2,9.08805973726735,0,9,5,3,3,4,616.0,0,4,4,2,28,6,0,1656,1684,0,7.428927194802272,0,0,0,0,6,1,0,0,3.0,2,2,564,495,72,0,0,0,0,7,2,12.491251587763836
345,160,3,7.860185057472164,3,5,3,34,34,2,0.0,2,4,4,5,129,1,232,175,536,4,6.284134161070802,576,0,0,3,4,0,3,0,34.0,3,1,336,182,0,0,0,0,0,4,2,11.350406535472453
346,50,2,8.769507120030228,3,6,5,67,56,4,0.0,4,4,4,6,0,6,0,972,972,2,6.879355804460438,605,0,0,1,6,1,2,3,67.0,3,1,312,0,0,0,0,0,0,10,2,11.850825253582627
347,20,2,9.455010553834672,0,6,8,47,9,4,0.0,4,4,3,1,498,6,0,460,958,4,6.86484777797086,0,0,0,3,5,0,3,0,47.0,2,1,301,0,0,0,0,0,0,4,2,11.928340903931561
348,20,2,9.775654181026242,0,6,5,49,49,9,30.0,4,4,4,1,1270,6,0,208,1478,0,7.298445101508148,0,0,1,3,6,2,2,0,49.0,3,2,498,0,40,0,0,0,0,12,2,11.967180737247824
349,160,2,7.803026643632218,3,7,5,5,4,8,106.0,2,4,4,2,573,6,0,191,764,0,6.6385677891665225,862,0,1,2,6,0,3,2,5.0,2,2,474,0,27,0,0,0,0,10,2,11.944707881395766
350,60,2,9.924808634239813,1,9,5,1,0,2,870.0,0,4,4,2,1410,6,0,438,1848,0,7.5218592522016285,880,0,1,0,10,2,0,0,0.0,0,3,706,0,0,0,0,0,0,4,3,12.988040814744458
351,120,2,8.964439833539357,0,9,5,0,0,4,362.0,0,4,4,6,0,6,0,1869,1869,0,7.533158807455562,0,0,0,0,6,1,2,0,0.0,2,2,617,210,54,0,0,0,0,12,3,12.669998467265833
352,120,2,8.569975376855206,0,7,5,20,20,9,0.0,2,4,1,2,1082,6,0,371,1453,2,7.281385663570282,0,0,1,2,6,1,5,0,20.0,2,2,445,0,80,0,0,184,0,12,0,12.154779351142626
353,50,2,9.114269903225447,3,5,6,67,58,8,0.0,4,0,3,3,236,5,380,0,616,4,6.4232469635335185,495,0,0,3,5,0,3,3,67.0,3,1,200,48,0,0,0,0,0,3,2,11.461632170582678
354,30,3,9.05017161982336,3,6,8,82,7,8,0.0,4,4,4,6,0,6,0,624,624,2,6.579251212010101,0,0,0,3,5,0,3,3,5.0,3,2,484,106,0,0,0,0,0,5,2,11.570250531589494
355,50,2,9.035986984831405,3,6,5,66,6,9,0.0,4,4,4,3,388,6,0,552,940,0,7.0833878476252945,403,0,0,3,6,2,2,0,66.0,3,1,240,0,0,108,0,0,0,6,2,11.849397701591439
356,20,2,9.328034514792826,1,6,5,12,12,8,0.0,2,1,4,0,334,1,544,322,1200,0,7.090076835776093,0,0,1,2,6,0,3,0,12.0,2,2,521,0,26,0,0,0,0,8,2,12.08672588789761
357,20,2,9.13216259091216,0,6,6,17,17,3,106.0,2,4,4,2,560,6,0,598,1158,2,7.062191632286557,0,0,1,2,6,0,3,0,17.0,2,2,400,120,26,0,0,0,0,7,2,12.061046873479915
358,120,3,8.348537825386098,3,5,5,31,31,2,0.0,2,4,4,0,874,6,0,268,1142,4,7.040536390215956,0,0,1,3,6,1,4,0,31.0,0,2,528,536,90,0,0,0,0,8,2,11.805595078933045
359,80,2,8.84361509218395,0,5,4,48,48,9,120.0,4,4,0,1,300,5,294,468,1062,0,7.20934025660291,0,0,0,2,6,0,3,2,48.0,3,1,288,168,0,294,0,0,0,7,0,11.77528972943772
360,60,2,9.39357817555449,0,8,5,8,8,8,530.0,2,4,0,2,956,6,0,130,1086,0,6.990256500493881,838,0,1,2,7,1,5,0,8.0,2,2,592,208,75,0,0,374,0,6,2,12.542544882151384
361,85,2,8.927977461002001,0,6,6,29,29,8,0.0,2,4,0,2,773,6,0,115,888,0,6.815639990074331,0,0,1,3,5,1,5,0,29.0,2,2,470,0,0,0,0,192,0,6,2,11.957611286231675
362,50,2,9.12085320547465,3,5,5,68,26,4,0.0,4,4,4,5,399,6,0,484,883,2,6.895682697747867,517,0,1,3,8,0,3,3,68.0,3,1,240,0,0,0,0,0,0,7,2,11.884489021402711
363,85,2,8.895766604056085,3,7,5,6,6,3,500.0,3,2,2,4,0,3,0,0,0,0,6.204557762568691,1427,0,0,2,7,1,0,2,6.0,2,2,672,0,0,177,0,0,0,7,2,12.198544379109382
364,160,3,7.426549072397305,3,6,8,37,2,3,510.0,4,4,4,0,162,6,0,321,483,2,6.180016653652572,504,0,0,2,5,0,3,3,37.0,3,1,264,250,0,0,0,0,0,5,2,11.6784399034478
365,60,2,9.841612148818038,0,6,5,30,30,3,120.0,2,4,3,2,712,6,0,84,796,4,6.672032945461067,784,0,1,3,6,1,5,0,30.0,0,2,566,306,111,0,0,0,0,7,2,12.154779351142626
366,70,3,9.27706400401909,3,5,7,89,12,8,0.0,4,0,4,5,456,6,0,216,672,2,6.51025834052315,672,0,0,3,6,0,3,3,45.0,3,1,468,0,128,218,0,0,0,7,2,11.898187865760873
367,20,2,9.159047077588633,0,6,5,46,46,5,247.0,2,4,4,1,609,6,0,785,1394,2,7.239932591320469,0,0,1,3,6,2,2,0,46.0,2,2,514,0,76,0,0,185,0,7,2,11.976659481202367
368,80,2,9.12150915826957,0,6,5,46,46,5,305.0,2,4,1,2,371,6,0,728,1099,2,7.266128779556451,0,0,0,3,6,1,2,1,46.0,2,1,296,64,110,0,0,0,0,12,2,12.013700752882716
369,20,2,8.96187901267768,3,5,6,56,56,3,200.0,4,4,4,3,540,6,0,728,1268,2,7.145196134997171,0,0,0,3,7,1,2,0,56.0,0,1,244,0,98,0,0,0,0,3,2,11.790557201568507
370,20,2,9.193194213141213,0,5,7,51,4,9,0.0,4,4,4,0,72,5,258,733,1063,0,7.160069207596128,0,0,1,2,7,1,2,3,13.0,0,2,576,364,17,0,0,182,0,3,2,11.99535161421452
371,60,2,9.002208578282412,0,6,5,6,6,8,0.0,2,4,4,6,0,6,0,953,953,0,6.859614903654202,711,0,0,3,7,1,5,0,6.0,2,2,460,100,40,0,0,0,0,1,2,12.057572637211731
372,50,2,9.748002649695733,3,4,4,49,49,10,0.0,3,2,2,4,0,3,0,0,0,4,7.021083964289139,468,0,0,3,7,1,2,3,17.0,0,2,680,0,59,0,0,0,0,7,2,11.808813773969106
373,120,2,8.878358040627822,3,6,5,26,26,5,0.0,2,4,4,0,623,2,121,0,744,4,6.62273632394984,0,0,1,3,4,0,3,0,26.0,3,1,264,353,0,0,0,90,0,2,2,11.736069016284436
374,20,2,9.271811694064283,3,5,6,56,56,4,0.0,4,4,4,1,428,2,180,0,608,4,7.1846291527173145,0,0,1,3,5,0,3,0,56.0,3,1,270,66,0,0,0,0,0,11,2,11.719939634354555
375,60,2,9.011889433252344,3,7,5,4,3,8,0.0,2,4,4,6,0,6,0,847,847,0,6.741700694652054,1081,0,0,2,8,1,2,2,4.0,0,2,434,100,48,0,0,0,0,7,2,12.299107511497365
376,30,2,9.212338374638856,0,1,1,87,59,9,0.0,1,3,1,1,350,6,0,333,683,2,6.806829360392176,0,0,1,1,4,0,3,4,2009.0,1,0,0,0,0,0,0,0,0,3,2,11.018629143155449
377,85,2,9.087720658428273,0,5,5,10,10,8,0.0,2,4,0,2,298,6,0,572,870,0,6.8178305714541505,0,0,0,3,5,0,3,3,8.0,3,2,576,0,0,0,0,0,0,7,2,11.904967552746253
378,60,0,9.318566777047053,0,8,5,3,2,2,0.0,2,4,4,6,0,6,0,1580,1580,0,7.365180126021014,886,0,0,2,8,1,2,0,3.0,2,2,610,159,214,0,0,0,0,12,2,12.736700896592346
379,20,2,9.34084218004034,3,9,2,0,0,8,350.0,0,4,0,2,1445,6,0,411,1856,0,7.526178913346146,0,0,1,0,8,1,0,0,0.0,0,3,834,113,0,0,0,0,0,6,3,12.885202034321914
380,60,2,9.002454823050954,0,6,5,9,9,8,16.0,2,4,4,6,0,6,0,982,982,0,6.914730892718563,793,0,0,3,7,1,5,0,9.0,0,2,463,100,63,0,0,0,0,6,2,12.095141084822894
381,50,2,8.517193191416238,3,5,6,86,60,1,0.0,4,4,4,3,218,6,0,808,1026,4,6.933423025730715,665,0,0,2,6,1,2,3,86.0,3,1,308,0,0,242,0,0,0,5,2,11.751942365440726
382,20,0,8.881836305004146,3,7,5,0,0,8,0.0,2,1,4,6,0,6,0,1293,1293,0,7.170888478512505,0,0,1,2,5,1,2,0,0.0,2,2,572,216,121,0,0,0,0,8,3,12.142866569626381
383,60,2,9.131838143821225,0,7,5,1,1,8,0.0,2,4,0,6,0,6,0,939,939,0,6.844815479208263,858,0,0,2,8,0,3,0,1.0,2,2,639,144,53,0,0,0,0,4,2,12.271392111650815
384,45,1,9.104979856318355,3,6,3,81,59,9,0.0,1,0,4,6,0,6,0,784,784,4,6.664409020350408,0,0,0,3,5,0,3,3,59.0,3,2,360,0,0,91,0,0,0,10,2,11.238488619268468
385,60,2,10.880064025283644,1,6,5,15,15,3,0.0,2,4,0,2,985,6,0,595,1580,0,6.983789965258135,874,0,1,2,9,2,1,0,15.0,0,2,501,216,231,0,0,0,0,6,2,12.388394202324125
386,120,2,8.065265208897733,3,8,5,6,5,8,16.0,2,4,4,2,24,6,0,1232,1256,0,7.145984467714388,0,0,0,2,6,1,5,0,6.0,0,2,430,146,20,0,0,144,0,4,2,12.165250651009917
387,50,2,9.037176752966994,3,5,3,96,10,9,0.0,4,4,4,6,0,6,0,658,658,4,6.489204931325317,526,0,0,3,8,0,3,4,2006.0,1,0,0,0,151,0,0,0,0,5,4,11.302204433654575
388,80,2,8.881836305004146,3,6,6,33,33,4,255.0,4,4,0,0,631,6,0,410,1041,0,7.0255383146385215,0,0,1,3,6,1,1,3,32.0,3,1,352,296,0,0,0,0,0,10,0,11.736069016284436
389,20,2,9.146548238888405,0,7,5,9,8,8,125.0,2,4,4,6,0,6,0,1468,1468,0,7.2991214627108,0,0,0,2,6,0,3,0,9.0,2,2,577,120,25,0,0,0,0,7,2,12.160028707028768
390,60,2,9.431401757086068,3,10,5,1,0,8,272.0,0,4,0,2,1280,6,0,402,1682,0,7.4627891574124465,590,0,1,0,9,1,0,2,0.0,0,3,846,196,134,0,0,0,0,8,3,12.962194625251508
391,50,2,9.036582045842717,3,5,8,108,58,4,0.0,4,1,4,5,241,1,391,229,861,0,6.8679744089702925,406,0,1,3,7,0,3,3,30.0,3,1,384,0,130,112,0,0,0,4,2,11.686878772093667
392,60,2,9.409928663668856,0,6,5,8,7,8,0.0,0,4,4,0,690,6,0,114,804,0,6.689599269178967,1157,0,1,2,7,1,5,2,8.0,0,2,560,125,192,0,0,0,0,6,2,12.278393307109802
393,20,2,9.028698584086984,0,5,7,48,48,4,0.0,3,2,2,4,0,3,0,0,0,4,6.782192056006791,0,0,0,3,5,0,3,0,48.0,2,1,294,0,0,0,0,0,0,7,2,11.575900264131615
394,30,2,8.91543225443266,3,4,5,65,56,10,0.0,4,4,4,5,266,6,0,522,788,4,6.669498089857878,0,0,0,3,4,2,5,4,2006.0,1,0,0,0,0,0,0,0,0,4,0,11.512925464970227
395,50,2,9.223651386035854,3,5,6,67,57,4,0.0,4,4,4,6,0,6,0,735,735,2,6.5998704992128365,299,0,0,3,5,0,3,3,67.0,3,1,240,0,39,0,0,0,0,7,2,11.599103161211278
396,20,2,9.166492972195906,3,5,6,54,54,9,0.0,4,4,0,1,739,6,0,405,1144,4,7.042286171939742,0,0,1,3,6,0,3,0,54.0,3,1,596,44,0,0,0,0,0,6,2,11.767567683343811
397,20,2,8.881836305004146,3,5,5,37,37,4,0.0,4,4,0,5,777,6,0,117,894,4,6.795705775173514,0,0,0,3,6,0,3,3,24.0,2,2,600,215,0,0,0,0,0,9,2,11.719939634354555
398,60,2,8.934586870389676,3,5,5,45,45,8,288.0,4,4,4,0,540,6,0,324,864,4,6.775366090936393,936,0,0,3,8,1,5,0,45.0,2,1,264,0,168,0,0,0,0,7,2,12.040608205802641
399,30,3,9.101306450952046,3,5,2,87,57,4,0.0,1,3,4,6,0,6,0,961,961,2,6.981934677156389,0,0,0,3,6,0,3,3,87.0,3,1,338,0,0,0,0,0,0,11,0,11.112447898373103
400,60,0,9.002701007197938,3,7,5,3,2,2,100.0,2,4,4,2,812,6,0,280,1092,0,7.013915474810528,438,0,1,2,7,0,3,0,2.0,0,2,438,0,168,0,0,0,0,10,2,12.392552212472793
401,120,2,9.61333576618342,1,8,5,12,12,1,0.0,2,4,4,2,786,6,0,474,1260,0,7.160845906664298,0,0,1,0,4,2,2,0,12.0,0,2,500,120,30,0,0,224,0,12,2,12.411052226216713
402,20,2,9.078749951588586,0,7,5,1,1,8,0.0,2,4,0,2,24,6,0,1286,1310,0,7.177782416195197,0,0,0,2,6,1,2,0,1.0,0,2,400,0,0,0,0,0,0,7,3,12.013640144985489
403,30,2,9.230142999272363,3,5,8,68,11,9,0.0,4,4,4,6,0,6,0,672,672,0,6.51025834052315,0,0,0,3,4,0,3,3,68.0,3,1,240,168,0,0,0,0,0,8,2,11.589886506106355
404,60,2,9.400133943608838,3,8,5,8,8,8,650.0,2,4,4,6,0,6,0,1141,1141,2,7.0604763659998016,1098,0,0,2,10,1,5,2,8.0,0,2,420,144,123,0,0,0,0,7,0,12.460714863903757
405,60,2,9.246093541682,0,6,5,12,11,4,0.0,2,4,4,6,0,6,0,806,806,2,6.692083742506628,766,0,0,3,7,1,5,2,12.0,0,2,373,0,40,0,0,0,0,5,2,12.031719258385394
406,20,2,9.209439966733019,0,4,4,33,16,5,0.0,4,4,4,1,1116,6,0,165,1281,0,7.390181428226429,0,0,1,3,8,1,5,0,16.0,3,2,490,120,78,0,0,0,0,6,2,11.918390573078392
407,50,2,9.257223957875034,3,6,5,72,58,4,0.0,4,4,4,6,0,6,0,1064,1064,0,7.061334366910438,0,473,0,3,6,0,3,3,72.0,3,1,240,0,0,0,0,0,0,3,2,11.652687407345386
408,70,2,9.653486547052037,3,6,7,93,32,9,0.0,2,4,4,6,0,6,0,840,840,0,6.733401891837358,840,0,0,3,8,0,3,0,48.0,3,1,308,0,0,160,0,0,0,3,2,12.083905011555967
409,60,2,9.557752548635731,3,7,5,1,1,8,350.0,0,1,4,6,0,6,0,1063,1063,0,6.976348070447749,1101,0,0,2,9,1,2,0,1.0,2,3,947,192,62,0,0,0,0,8,3,12.542544882151384
410,60,0,9.287301413112312,3,8,5,1,0,8,100.0,0,4,4,2,789,6,0,245,1034,0,6.956545443151568,1028,0,1,0,8,1,2,0,0.0,0,3,836,0,102,0,0,0,0,4,3,12.73596533201339
411,20,2,9.166492972195906,3,5,3,51,51,6,0.0,4,0,4,6,0,6,0,1276,1276,4,7.151485463904735,0,0,0,3,5,0,3,0,51.0,3,1,350,0,0,0,0,0,0,6,0,11.002099841204238
412,190,2,10.453053004618047,3,5,5,51,51,9,0.0,4,4,3,5,1056,6,0,0,1056,4,6.962243464266208,0,0,1,3,5,0,3,0,51.0,0,2,572,264,0,0,0,0,0,1,2,11.884489021402711
413,20,0,8.390041405755753,1,7,5,1,1,4,432.0,0,4,0,2,578,6,0,892,1470,0,7.298445101508148,0,0,1,2,7,1,2,0,1.0,0,2,484,0,144,0,0,0,0,6,3,12.310432660854413
414,30,3,9.100525505968976,3,5,6,83,60,10,0.0,4,4,4,6,0,6,0,1008,1008,2,6.93537044601511,0,0,0,3,5,1,2,3,83.0,3,2,360,0,0,130,0,0,0,3,2,11.652687407345386
415,60,2,9.326165937481774,1,7,5,15,15,8,0.0,2,4,4,1,50,4,531,499,1080,0,6.984716320118267,1017,0,0,2,9,1,5,0,15.0,3,3,678,196,187,0,0,0,0,12,2,12.337100907936573
416,20,2,9.093694189856864,0,7,5,0,0,8,0.0,2,4,0,2,24,6,0,1316,1340,0,7.200424892944957,0,0,0,2,6,0,3,0,0.0,0,2,396,100,30,0,0,0,0,8,3,12.106992367829497
417,60,2,8.967504187316237,3,6,7,28,28,3,203.0,4,4,4,0,209,6,0,463,672,4,6.51025834052315,728,0,0,3,6,1,5,0,28.0,0,2,440,0,0,0,0,0,0,3,2,11.915051671812876
418,70,2,10.017708696626151,0,6,6,89,57,9,0.0,2,4,4,1,1128,6,0,242,1370,4,7.22256601882217,1254,0,1,3,10,1,2,3,89.0,3,3,864,0,0,0,0,0,0,11,2,12.384218830913648
419,50,2,9.006999447958153,3,5,6,67,57,4,0.0,4,4,4,0,312,6,0,444,756,1,6.628041376179532,378,0,1,3,7,0,3,3,67.0,3,1,240,0,0,0,0,0,0,4,4,11.744037185933616
420,20,2,9.04192172035122,3,5,6,42,42,8,0.0,4,4,4,1,775,6,0,281,1056,0,6.962243464266208,0,0,1,3,6,1,1,0,42.0,3,1,304,0,85,184,0,0,0,7,2,11.8635823365834
421,90,3,8.862200330487287,3,7,5,11,10,8,200.0,2,1,1,2,1309,6,0,35,1344,0,7.203405521083095,0,0,2,3,8,0,3,0,11.0,0,4,784,0,0,0,0,0,0,11,4,12.237086699059345
422,20,2,9.719264188452577,0,6,7,32,9,2,126.0,2,4,4,0,1246,6,0,356,1602,2,7.379008127628304,0,0,0,2,8,1,5,0,32.0,0,2,529,240,0,0,0,0,0,6,2,12.278393307109802
423,20,2,9.98736903651683,3,5,5,54,54,3,0.0,4,4,4,6,0,6,0,988,988,0,6.895682697747867,0,0,0,3,4,0,3,0,54.0,2,2,520,0,0,0,0,0,0,2,2,11.635143097694476
424,60,2,9.126958763037134,3,8,5,10,10,8,473.0,2,4,4,2,986,6,0,484,1470,2,7.293017679772782,1160,0,1,2,8,1,5,0,10.0,0,3,696,0,66,0,0,0,0,6,2,12.66032791780777
425,20,2,9.104979856318355,3,6,5,52,52,9,74.0,2,4,4,3,616,6,0,580,1196,2,7.086737934510577,0,0,1,3,6,1,2,0,52.0,2,1,297,0,44,0,0,0,0,5,2,11.842229212112827
426,60,3,8.125039097367745,3,7,8,63,17,3,0.0,4,4,4,6,0,6,0,651,651,2,6.561030665896572,682,0,0,3,6,2,2,3,62.0,3,1,240,0,0,126,0,0,0,9,2,11.813030057420569
